best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0033482748549431562,0.03536946699023247,1.0,0.9866666793823242,0.0002500000118743628,364
