,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_mse_0,,,0.0037032754626125097,0.0016924702795222402,0.0020932310726493597
min_epo_0,,,250.0,287.0,90.0
mean_corr_test0,,,0.5951718188435472,0.7925534217228022,0.7531578755744353
