,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_mse_0,,,0.0060696969740092754,0.0032236124388873577,0.0022219037637114525
min_epo_0,,,287.0,223.0,184.0
mean_corr_test0,,,0.4821966206290868,0.6507970235561402,0.8086745323834283
