,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_mse_0,,,0.008214935660362244,0.004805570002645254,0.005249679554253817
min_epo_0,,,290.0,185.0,291.0
mean_corr_test_0,,,0.339131763319631,0.6653329183676078,0.7039805365731887
