,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_mse_0,,,0.006588059011846781,0.006051276344805956,0.0039872946217656136
min_epo_0,,,297.0,191.0,292.0
mean_corr_test_0,,,0.3187138770406339,0.5851519681550958,0.7670361967168755
