loss,accuracy,val_loss,val_accuracy,lr
0.7414360642433167,0.3928571343421936,0.6900560259819031,0.5357142686843872,0.001
0.6819014549255371,0.6428571343421936,0.7157114148139954,0.4642857015132904,0.001
0.6393383741378784,0.8928571343421936,0.7161505818367004,0.4642857015132904,0.001
0.665838360786438,0.6071428656578064,0.6927279233932495,0.5,0.001
0.631034255027771,0.7857142686843872,0.6884482502937317,0.5357142686843872,0.001
0.5965806245803833,0.8928571343421936,0.7048970460891724,0.5357142686843872,0.001
0.5266463756561279,0.8214285969734192,0.7524204850196838,0.5357142686843872,0.001
0.48074981570243835,0.8571428656578064,0.916174054145813,0.5357142686843872,0.001
0.6170830130577087,0.6785714030265808,0.8779069781303406,0.5357142686843872,0.001
0.5052276253700256,0.7857142686843872,1.317217230796814,0.5357142686843872,0.001
0.5236726403236389,0.8214285969734192,1.769723892211914,0.5357142686843872,0.001
0.4952760636806488,0.7857142686843872,2.086195230484009,0.5357142686843872,0.001
0.5168627500534058,0.7142857313156128,2.1943864822387695,0.5357142686843872,0.001
0.44576945900917053,0.7857142686843872,2.764038562774658,0.5357142686843872,0.001
0.42311224341392517,0.8214285969734192,3.2316231727600098,0.5357142686843872,0.001
0.5074310302734375,0.6785714030265808,3.048924684524536,0.5357142686843872,0.001
0.40466028451919556,0.8928571343421936,3.6159770488739014,0.5357142686843872,0.001
0.4387221932411194,0.8214285969734192,4.151696681976318,0.5357142686843872,0.001
0.4010963439941406,0.8214285969734192,5.1283488273620605,0.5357142686843872,0.001
0.4732515811920166,0.7857142686843872,4.390503406524658,0.5357142686843872,0.001
0.29970782995224,0.8928571343421936,4.472910404205322,0.5357142686843872,0.001
0.3021838068962097,0.8571428656578064,5.343193054199219,0.5357142686843872,0.001
0.39008697867393494,0.8214285969734192,5.398814678192139,0.5357142686843872,0.001
0.4603971540927887,0.75,4.646625995635986,0.5357142686843872,0.001
0.3703787326812744,0.8214285969734192,5.044667720794678,0.5357142686843872,0.001
0.4321652948856354,0.8571428656578064,4.337666034698486,0.5357142686843872,0.001
0.4109991490840912,0.8214285969734192,4.335404396057129,0.5357142686843872,0.001
0.2554760277271271,0.9285714030265808,4.093583106994629,0.5357142686843872,0.001
0.37851423025131226,0.8571428656578064,3.4089667797088623,0.5357142686843872,0.001
0.4642457067966461,0.75,2.063469171524048,0.5357142686843872,0.001
0.28373679518699646,0.9285714030265808,3.3526110649108887,0.5357142686843872,0.001
0.3809356093406677,0.8571428656578064,3.0036768913269043,0.5357142686843872,0.001
0.37568554282188416,0.9285714030265808,3.107707977294922,0.5357142686843872,0.001
0.3374747931957245,0.8571428656578064,2.1871933937072754,0.5357142686843872,0.001
0.30046090483665466,0.9285714030265808,3.3165442943573,0.5357142686843872,0.001
0.32570573687553406,0.8928571343421936,2.6880404949188232,0.5357142686843872,0.001
0.46900925040245056,0.7142857313156128,1.3283449411392212,0.5357142686843872,0.001
0.45998889207839966,0.8571428656578064,1.6687891483306885,0.5357142686843872,0.001
0.39877772331237793,0.8928571343421936,1.0723705291748047,0.5357142686843872,0.001
0.22000689804553986,1.0,2.1312692165374756,0.5357142686843872,0.001
0.283185213804245,0.9285714030265808,2.754507064819336,0.5357142686843872,0.001
0.2849859595298767,0.9642857313156128,1.3436774015426636,0.5357142686843872,0.001
0.32199880480766296,0.8571428656578064,0.7622477412223816,0.5714285969734192,0.001
0.2789028584957123,0.9285714030265808,0.7287750840187073,0.5357142686843872,0.001
0.2751357853412628,0.8928571343421936,0.2888098657131195,0.8571428656578064,0.001
0.3104707598686218,0.8214285969734192,0.26269713044166565,0.9285714030265808,0.001
0.2015039175748825,0.9642857313156128,0.22656837105751038,0.9285714030265808,0.001
0.3095332682132721,0.9642857313156128,0.711111843585968,0.5,0.001
0.2990171015262604,0.8928571343421936,0.1950240284204483,0.9285714030265808,0.001
0.3539292812347412,0.9285714030265808,0.17738579213619232,1.0,0.001
0.2913561165332794,0.9285714030265808,0.5740887522697449,0.6071428656578064,0.001
0.3351612091064453,0.8571428656578064,0.6223721504211426,0.5357142686843872,0.001
0.24074134230613708,0.9285714030265808,0.8697651624679565,0.4642857015132904,0.001
0.18525885045528412,0.9285714030265808,0.1415759027004242,1.0,0.001
0.46516531705856323,0.7857142686843872,0.23222938179969788,0.9285714030265808,0.001
0.45042601227760315,0.7857142686843872,4.898715019226074,0.4642857015132904,0.001
0.4262171685695648,0.7857142686843872,2.5036394596099854,0.4642857015132904,0.001
0.38173654675483704,0.8214285969734192,1.2227987051010132,0.4642857015132904,0.001
0.24314963817596436,0.9642857313156128,0.962856650352478,0.4642857015132904,0.001
0.276620477437973,0.9642857313156128,0.16288773715496063,0.9285714030265808,0.001
0.23967279493808746,0.8928571343421936,0.1364976465702057,1.0,0.001
