best_model_train_loss,best_model_val_loss,best_model_train_acc_1,best_model_train_acc_2,best_model_val_acc_1,best_model_val_acc_2,best_model_learning_rate,best_model_nb_epoch
0.06699716299772263,0.16383807361125946,1.0,0.8999999761581421,0.9733333587646484,0.699999988079071,0.0005000000237487257,380
