best_model_train_loss,best_model_val_loss,best_model_train_acc_1,best_model_train_acc_2,best_model_val_acc_1,best_model_val_acc_2,best_model_learning_rate,best_model_nb_epoch
3.7741281986236572,4.597354888916016,0.30000001192092896,0.36000001430511475,0.31333333253860474,0.2133333384990692,9.999999747378752e-05,838
