best_model_train_loss,best_model_val_loss,best_model_train_acc_1,best_model_train_acc_2,best_model_val_acc_1,best_model_val_acc_2,best_model_learning_rate,best_model_nb_epoch
0.012798362411558628,0.25321441888809204,1.0,1.0,1.0,0.7857142686843872,9.999999747378752e-05,1853
