best_model_train_loss,best_model_val_loss,best_model_train_acc_1,best_model_train_acc_2,best_model_val_acc_1,best_model_val_acc_2,best_model_learning_rate,best_model_nb_epoch
0.13732320070266724,0.16361822187900543,1.0,0.7599999904632568,1.0,0.6666666865348816,0.0010000000474974513,176
