best_model_train_loss,best_model_val_loss,best_model_train_acc_1,best_model_train_acc_2,best_model_val_acc_1,best_model_val_acc_2,best_model_learning_rate,best_model_nb_epoch
0.09720411896705627,0.1891765147447586,0.4399999976158142,0.0,0.5066666603088379,0.0,0.0010000000474974513,375
