best_model_train_loss,best_model_val_loss,best_model_train_acc_1,best_model_train_acc_2,best_model_val_acc_1,best_model_val_acc_2,best_model_learning_rate,best_model_nb_epoch
0.6658427715301514,0.7480210661888123,0.5,0.800000011920929,0.5066666603088379,0.0,0.0010000000474974513,0
