best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.05374469235539436,0.16570672392845154,1.0,0.9666666388511658,0.0010000000474974513,95
