,linear_output,conv1d_output,build_deep_nn,build_encoder
0,1.4974544048309326,0.01702379621565342,0.007080072537064552,0.004371455404907465
1,78.0,99.0,39.0,43.0
2,0.05082627644917542,0.4229404832914326,0.45428450838887696,0.7451936288632441
