,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_epo_0,,,,,45.0
min_mse_0,,,,,0.002727400278672576
min_epo_1,,,,,45.0
min_mse_1,,,,,0.0023522903211414814
min_epo_2,,,,,42.0
min_mse_2,,,,,0.0026534402277320623
