,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_mse,7.038852691650391,0.9975594878196716,0.019373411312699318,0.0036573719698935747,0.0027643137145787477
min_epo,43.0,0.0,47.0,44.0,49.0
min_mse,6.098522186279297,0.9895766377449036,0.017221912741661072,0.004453188274055719,0.0014754084404557943
min_epo,41.0,0.0,49.0,49.0,36.0
min_mse,5.122547626495361,1.0003609657287598,0.02539975568652153,0.003773023374378681,0.0015689108986407518
min_epo,20.0,1.0,49.0,42.0,49.0
