,linear_output,conv1d_output,build_deep_nn,build_encoder
0,0.3935922682285309,0.009799092076718807,0.0069343619979918,0.005551080219447613
1,64.0,97.0,99.0,44.0
2,0.020673503038840867,0.3688367909644397,0.5235520570295041,0.6489767790739023
