,linear_output,conv1d_output,build_deep_nn,build_encoder
0,2.321883201599121,0.012525861151516438,0.006442222744226456,0.0023157873656600714
1,96.0,95.0,68.0,93.0
2,0.033338604968930756,0.29234915609671797,0.2191694530235603,0.8089910820734107
