,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_mse_0,,,0.0029962589032948017,0.0026208877097815275,0.0006969678215682507
min_epo_0,,,279.0,176.0,287.0
mean_corr_test0,,,0.3787275453222457,0.7409397063772811,0.9452872721796115
