,linear_output,tanh_output,conv1d_output,build_deep_nn,build_encoder
min_mse_0,,,0.0053253560326993465,0.0012597418390214443,0.0014518734533339739
min_epo_0,,,288.0,164.0,93.0
mean_corr_test_0,,,0.2815339784085674,0.5286871521980562,0.4365307899784952
