,linear_output,conv1d_output,build_deep_nn,build_encoder
0,20.665283203125,0.023852642625570297,0.002134891925379634,0.0020634892862290144
1,83.0,97.0,29.0,67.0
2,0.02532060844551379,0.008169563533349015,0.05212712271572366,0.13627213594631804
